user_id,access_hash,username,first_name,status
7698817512,-3035562731347692538,GrimmjowJj0,Gmjow,valid
1866445634,3856732770437334689,idricky,iCameBy,valid
1276198938,-7620366321798678672,ExynosAdmin,ExynosAdmin,valid
1348247755,-3010630972383438355,setoutomo01,Sets || KING,valid
6280438375,-1825692236212985019,milfara_8,ɐɹɐɟlıɯ,valid
6434879909,-3527666531335456091,Tinkerwily,Tinker,valid
1993930709,3500932341346563653,smileureyes,0xsmile,valid
847273661,7560051400945943159,DhikaC,Dhika,valid
7401913588,-3402200338134743101,valvano666,Valva α,valid
2091418588,4305868713037099600,ewinkcess,Ewinkcess,valid
6057112117,2434250500470952054,XaansXyz,"| Drops💧""Meshchain.Ai"" 0xXaans 🌱SEED🐾",valid
6686120267,2782104025106684865,Ashwani2610,Ashwani,valid
6358602794,6309977771498953693,syuvers,aps,valid
673842018,-716782779258841888,nukleosintesis,Piupiu 小さい,valid
5901770779,4391216768333998656,yaelahto69,Yaelahto,valid
1295238784,-2416700342142414448,ikram147,Crypto Alert Owner,valid
7022832669,-5154360668228646737,Skyem11,10 LA Skyzm,valid
1187326647,-1958201373387785939,USadviser,Nando!,valid
1923956633,-158151753798059746,GlobalZzz,Global 🍅🐈‍⬛,valid
7155152654,-6516053636159439606,abenkbolang37,Abenk37,valid
1205607471,7992004694647368084,DaniCP0,D. Adi,valid
1707515675,6851662261619292436,peanhutsz,"Peanut (Ø,G)",valid
6920617961,2131556962890619661,Tholeteplok,Teplok,valid
1662979590,-3571639244867412322,jims890,MILO,valid
1021623051,651525929463330714,Gateway_504,Bad gateway | HCA,valid
5518955782,727122013050710616,narcboys,narc.boys🇪🇸,valid
1324174179,-293187415831193925,Kiii081,kii,valid
7049999864,3205574981985265044,MarlonHaris,Marlon | ELHANstore,valid
451005034,7692582964398638702,mandoosama,Hutaba,valid
1956471752,-1838447405294472566,ffiraaaf,Aaaaaaaaaaaaaaaaaaaaaaa,valid
6084581407,-5887446870244062139,Zues768,許可してください,valid
5506522072,-2154436067816535422,Meeehunter,kato.eth,valid
612948737,6724348079537879653,lodybert,Mr0xBEF | HCA,valid
5500030922,1282593481994920596,Agansaja,AGAN,valid
5443186539,8748368105318002723,ZackTheBuilder,Zack,valid
6799686904,-6991032747973711013,slowwthink,Muhammad Rafli,valid
1776890621,8418613391629926899,ad5938,hp 🖐 🇰🇷 🫧,valid
6465925989,-3647722729596034996,xromatix,Vnkzzzz,valid
5672489606,7689242256499878022,Amamiyabrothers,Wen,valid
5865821609,-7623975956280774267,Wawanku1989,Wawan,valid
6494991858,2697855787469812170,koyorkun,Tyoboy.,valid
1928959012,-9116459789069492056,mrestufw7,sycole,valid
713853381,5645547876684981383,falserg,Folich,valid
1997986768,-969805125642225097,T4KB1R,Takbir 🐾| Drops💧,valid
6376444026,8175994266982259646,ygoodz,ygoodz,valid
2058420813,-3379954176650096741,Dageeeee,Dage,valid
5419138206,-5858571497315986219,Fzlnsyh,Fzlnsyh,valid
5175556322,-3820112182351144794,Baagspt,𝕭𝖆𝖆𝖌𝖘𝖕𝖙 |,valid
5935496607,-6041083813684758318,nolup,Cunay | HCA,valid
1721785522,-8243318375988863825,BROZAE1,Reza,valid
6515098317,-3467408400836822593,Queenara100,Rahmat,valid
7391202982,-7369709132202253194,CIBADUYUTPROJECT,CIBADUYUT,valid
5003279028,-1369941223800496578,AI_1ns1de,あべ | 1ns1de,valid
1331175179,-3466809901483376523,Thanhtungdinh,Jack,valid
5520761335,-3138058294886445021,web3_Dextube,MAHAFUJ,valid
974437257,-4469485229063291547,AndikaPramana08,Andika Pramana,valid
6979649181,7155720224560157126,starsphobia,skaarf,valid
1848727378,-3207575122250528905,kellystar1231,🍅 Kan 🌱SEED 🐾,valid
1037698980,-9069368929730164930,wna1303,"heliosneo (Ø,G) Pawtato",valid
1051378557,-6959056045093342321,WhyTeddy,WhyTeddy,valid
2047596567,3550655641766574619,sizhukaa,Reks,valid
6108595303,2012908366348318018,NOTEKU_29,NO TO,valid
6937416082,-8030960881324869485,notplow,Androno,valid
5442281070,-2335895391890103107,Sureprize,Steve,valid
1095610218,-8256592846101023349,Auf1106,AUF,valid
1182322869,-4415378641800000674,Sushi465,Sushil,valid
809357826,-7616220377241820806,mrgelski,Gelski,valid
1746434886,3680069924308486218,MeoKimmi,Cukurukuk,valid
7519031864,-3320604266072922735,storyksato,TehAnget,valid
6345787929,-6030098234153775280,zeenahSOL,zeenah,valid
6812729408,421338381118035436,dekans13,123🚀PoPP🌱SEED🐾▪️| Drops💧,valid
7022844871,-8718874424926144302,c9day,Coday,valid
1115629210,310911881346738808,HylobatesMoloch,Afif,valid
2051972107,9186964689292611267,angelfnd,Angel,valid
7222521547,-7424569652417280648,Oscars018,▪️oscar🐾,valid
1384861541,8790861483966328171,abdirez444,jp everyday,valid
1644344296,3294359224575671817,ebegboy,Yana,valid
1211359510,-3955107111003590014,Chopi71,@Chopi,valid
498358597,1795906466494639382,wzsndh,Wisnu S,valid
6545167784,5371531853912842907,kzy94,Kazuya | ALC 🇨🇳,valid
6859222595,8712542347842531697,stephanniewongso,Stephannie,valid
1435999101,-7473697733271230506,k_pay,Dau,valid
6005900091,-6391473252103429544,Toanphuocnp,Toan▪️,valid
6925872668,-2239567697092863760,seak8892,RexZaa,valid
6455844272,-187563251049569972,sangkalaka,Sangkala,valid
2018041238,8377515850990969246,alimprasetyops,Alim,valid
2095021772,-7967378033874329395,Iamma69otz_69,Jo 🌱 SEED 🍅🐦 SUI,valid
6578637703,-9009071505249066442,veeziee,Vee,valid
5320826955,-3303991987994767362,zheezzy,Zheezzy,valid
1779438365,-3089185056707926048,Daeblyu,JP,valid
6365042237,9103770276036617464,NicolasGoesed,Nicolas Goesed,valid
7631111603,-1427894479482461198,punyaaingggg,OTW JEPE 🇲🇾,valid
431271992,-1429029761045971555,iviimran,Imran,valid
1701298460,-1693133252273330829,nopriyando,Azzalea,valid
771805279,-7396250220706374282,satria9090,nano nano | Drops💧 🌱SEED,valid
569847692,-3288011668905476125,anggaraltius,NodeGo.Ai | asterai.xyz,valid
6423222379,-4302504429516197395,Parkelite76,Elite,valid
1677181255,-9035622676542146432,xhungx,Hung,valid
6114474099,4138776284771571461,lavejo,Lavechia,valid
811841924,-2516574307680045559,phamtai87,Pham,valid
1396934663,4288928352783911249,kit9x,Duc,valid
1367140856,-7373580147684832232,re_ndi05,Rendi,valid
5045631969,-359344757412171692,princesaran,0x97eth,valid
5745668988,-2939243682006126281,ch_anan54,🐤AADandelion,valid
599825024,7468974730854657924,Ag8528,arsyugung,valid
6700428252,-5814459580657285680,Afiya_Ferdous,Afiya Ferdous,valid
5288231144,1326513078103208420,taicoga,Tai,valid
1671953192,-4682342479454316595,YJLASD,NodeGo.Ai,valid
1684727154,9071389467850222205,Khant_Zin_Htun_8,Khant Zin,valid
1455806333,4596524312534077168,harrxzz,"Pizz (Ø,G)",valid
7327418584,140556740426663024,Alofadz,Alofa,valid
6623316277,5636702091797683118,ikhsannn198,ikhsan,valid
1295978531,812621545478681907,azhari0101,Azhari,valid
1144174439,9083436620289661669,heunknown,"shidqi(Ø,G)",valid
2030654634,224615709610971328,schetax,jabbu,valid
6779815268,5886411314926471271,tapilau,boeka,valid
6737172936,-3071290168160551273,Kampang321,🧟 duali▪️🐾🌱SEED,valid
1213223067,-6509564234252633049,glossyprince,Rifqi Thoriq,valid
5223669409,2756185369417741552,diceekey,diceekey,valid
1459736244,-1924402948780699742,Paay11,PAI,valid
1739732410,-8801176044711521706,Mevlutacar4295,M.acar,valid
694696355,8024938041130737100,Hopezuya,Ren,valid
764189740,-4341306979925345661,dedejfr,dedejfr,valid
1827306342,-2753190908003053663,Fvckaround,Snouck 🐾,valid
991550210,7295511443785989590,freshcare1,𝘒𝘢𝘩𝘧,valid
1624903500,213566532377762632,m4xp3in,micss,valid
6220406879,-4144469072520486666,afnsnasfksf,BigW,valid
7419820066,550631535983239097,doliarifin,Doliarifin,valid
5827998542,7445808594833325679,walkenone,walkenone,valid
1179877153,117517503900226769,MassiveMpv,Hul-𝕏,valid
6722331443,2698402732131549570,gaindrop1,Ali,valid
817147970,2463341552669109639,pakcamatreal,EL | SixCall Community,valid
5086734429,-1894042548275507091,deadlyraven13,Deadlyraven13,valid
5684569010,-2475461310310199707,pissmaa,Pak,valid
6891656579,-1055386152015476663,fiveseven17,A,valid
1297458283,4497092148860240107,agungaji23,agung,valid
1306491664,1950732913800106398,The_Rhoniey,Jual vps/rdp 4/8 120/30hari,valid
758038812,5628362559440728228,occirh,"RH (Ø,G)",valid
1328957781,-7103867869448663219,GitSpace,🐾🦴 Gitspace🐈‍⬛,valid
1827136388,7864841216897821834,Bhrtpatidar1,Bharat,valid
414355992,5129464695713552508,well551,Иван,valid
5140669403,-1319378666172223564,mixue_china,shujin,valid
763075740,-3208167902081019252,Mamenn31,`Gus,valid
7070585771,8757560304595772829,balbill,Bill,valid
1695502545,-5241108903062548224,Ruliana22,John | Drops | MyGate Network | $RIAI,valid
7134626132,1389335689818549411,johnwick3gp,0xJohn,valid
5153440572,-889583927983243820,YasudahIah,mona,valid
5369621271,2659200711278347836,dmuzan23,demon,valid
979808909,5636584860979686020,bimazulan,Bima,valid
956961257,-7710438824248917906,pivovarov69,Николай,valid
6828926808,-3152189170113153910,hajunzz,ganiabcdefg,valid
1394727867,3111567335221977111,FN00011,Eror,valid
5751776421,5865586152641117466,bgusdwiii,bagz,valid
7138010489,7927059943506065715,duuu009,duu,valid
877222831,353267399390066732,Rianseptian01,Rian Septian,valid
1896280416,-2636042653152512913,falahaddin,Tong Sam Chong | Mencari Kitab Suci Di Barat,valid
6164592068,1194212055870998024,pendikkkk,Vandy,valid
1715744314,1331767836789477556,Earlina144,Timi 🐾,valid
6197865132,7350420175861665217,maziqball,maz,valid
7318923257,3636975944432807607,neorin1,Razavi,valid
7303595855,-4472133407838584156,Don0999,Jedon,valid
908922328,-2703897881965768809,mehmetaliarslan63,M.A.A.🍁,valid
1831992585,-4889810535051880866,vimantraa,Vimantra,valid
5722190595,-1291018263884347541,herian88,Herian88 Meshchain.Ai ၊||၊ DeSpeed ၊||၊,valid
6713683553,6165308224230429049,Wedangjahe17,Wedang,valid
1170833275,-5161646169353503819,spacexuniverse,icikiwir,valid
5927088005,-7499337630295912691,bangjekialexander,Bang Jeki,valid
5330172464,-318780183394583763,Laras_ze,Zein Laras,valid
2120773523,4988781703466229827,freexyzz,Alifudin Zuhri,valid
1055971632,5528964561086200683,haffez150699,Pertalite.tv CATTOS,valid
1394381100,-4884847462384541432,dreamuddin,dreamuddin | will be HCA,valid
5460022935,9093847798419613658,hoopexchange,pulu,valid
1017395364,5413553011358971206,Afrizalfirman12X,Meshchain.Ai HiveraΣ🐾 BabyDoge PAWS,valid
607682968,-1299463015515297674,Adityacyn,"Cyn (Ø,G)",valid
505068519,3436821690349835157,youngpriince,ypszn,valid
6566146881,-5976155791597923296,FdzzXzyl,၊||၊FadzzXzl၊||၊,valid
7791024361,-7270814452576049584,AnthonyDani,Anthony,valid
1231751391,-6839298176268383380,Cahya_media,Cahya,valid
5695097424,8972567493089150360,jeslinepiw,"Jeslin piw| | Drops💧 ✌️Yescoiner | ""🌱SEED",valid
5770302953,-7017406681934866365,aryafadil,A,valid
7232726505,3568150074657835732,Kenpachi150,"Ken (Ø,G)",valid
5845206964,-991113181439901608,vlxarlndo,V,valid
1274037606,-8191296700942118989,Vanitass10,Pelitas,valid
674100373,-1821010418204021936,hiimlang,17231135,valid
1249270514,-7751490469312854815,daxibrhan,Dr.Burhan,valid
1206978911,6478015451831743168,stuuzzy,Azy,valid
6329516308,-785699212674748863,hellarxn,jawaXBT,valid
1956065304,6110555194575463675,imstilllearning,notzn.,valid
6183293257,-6551445165257323875,Putra_borneo93,Candra | ALFA 🔴,valid
2117701064,-8952229875871814061,endlessspei,Speiii,valid
5530554345,324871034645994389,bangchitoel,Bang,valid
1048357950,-3368936789785197736,Inung44,Kemaluan.,valid
6643088873,6595674415050301543,Yasrinnafal,Yasrin.Meshchain.Ai.SparkChain.AI,valid
6551663060,-3953498978441540401,dy6z_0G,Dy6z,valid
1854531953,-5699483999090589795,priscow,Pey,valid
526284453,1854310310910796540,RenHakuryuu77,Ren,valid
898142535,5265069332616780896,murayama94,D A N,valid
980619405,2108009090747837613,stefanosukma,Legenda Kepala Peler▪️🐾Meshchain.Ai |Voltix.ai 👾 | 'NodeGo.Ai',valid
1851418440,-9064948738743581540,Herlanferdi7,"HerlanFerdi | (Ø,G)",valid
1999737641,-4762232687956369528,MasPabLo,𝐏𝐀𝐁𝐋𝐎,valid
928177968,8705870321368181828,Affanzamrony,Affan,valid
1471244293,3812498451276953156,endo988,𝑹𝒂𝒚𝒅𝒆𝒏.𝒏𝒂𝒅 ☉ | Drops💧,valid
5573201538,191768931314946939,spacesol22,Akun,valid
876795453,-1727895876314368083,KunamDragon,KUNAM,valid
5640376268,5709097422362823421,Tear89,Tear,valid
6460284889,-8278298435737150661,NgSon_Duong,Ngọc Sơn,valid
8110386398,8460732471109554816,DefryMsr06,Defry,valid
1011536750,4031031352472686863,nguyenanh29,"Anh ""HCA """,valid
5914537340,9084847446143320180,Bimase33,Bimaseee,valid
1583892216,4490041031742469040,iniakunadit,ELON MUSK - EG 🆙 UXUY,valid
996814870,4904819793822341581,LordPecel17,Lord,valid
6902804668,-4394957522570749095,kemem112,elfarabi,valid
1339501355,1653510723056025383,azai69,🇾 🇪 🇪 🇪 🇪,valid
1028795506,-1599635867081802859,Hybuza,0xDruuu| $SUIIIII x Pawtato,valid
7171006435,1893192855567192956,jangalupajp,Sonic,valid
6817434313,7556172840372696992,waynode,iner,valid
1346312584,-1178691277481229208,Apalu_gobang,WokwokSensei🔱 | @Cryptocium,valid
7628684725,4149389709992179215,mrkuon,Mr,valid
1006206370,-1858330170162293969,Banty55,𝐁𝐚𝐧𝐭𝐲 ❤💥,valid
6191278469,-1101328449144564429,Anietampan,"KingOfTheHill (Ø,G)",valid
7803040936,-6103364001909986283,anambactiar,Anam,valid
5020874668,5784085606337429625,kirain_apa,S,valid
1792841317,-7249554437471104888,x0yaw,Yayy I,valid
366419323,-3330734687995780374,Sailer85,alexx,valid
7129148045,8539405288825778911,kontolonoID,MAMAS | ADFMIDN,valid
601561605,-3863433415505634034,fandlasocto,Las,valid
1748068537,3233696059606158616,Arfiyan81,Arfiyan81,valid
5566066952,2398302526738812101,ulsreall,maulana |,valid
612132277,4669578721215692471,Saniaminu01,Serney™°,valid
6697127893,-983889363643065023,MeIi0das,MeIi0das | HCA,valid
1229537416,4497569570243579610,xldixyz,Díal.eth,valid
6053301749,-4472810438293075407,DustVoid,L,valid
7084503235,-7713770631568134172,haerinsii,kang haerin,valid
7558362043,-7705800535888724689,rei_coco,Coco,valid
6852486432,-5111193488996266451,PakRWe,𝙿𝙰𝙺 𝚁𝚆 💠 NodeGo.Ai,valid
7407110651,1756846344943604157,Tutiazzaa,Tuti Azza,valid
1427414998,-5315005367860607232,exclroad,"XLRD (Ø,G)| Drops💧",valid
284379007,-2347572755997454778,linuz_00,Kuffal,valid
7091962536,-6125409665444021857,himanshusaroha001,HIMANSHU,valid
7017181277,6001882357282568364,Joey1378,joy,valid
5909609070,3040806641519121247,De_eN_eX,D_A_N_I_X_M_A_R_T,valid
5129163017,7929530853123982754,wahy22,Riko,valid
1322092803,-6438507570243225111,Ngasalcokz,Langit,valid
1814677913,1095987015668106180,arifwib93,ciel,valid
1370707600,-3410077627778888943,rudimdyp,rudimdyp,valid
1430214417,124155803928196717,SandiRidwanHakiki,Sandi,valid
1762970663,6749458939627037380,hayyuk666,pexy,valid
1181594565,-4483585617005568604,HirgiLK,HirgiLarang,valid
567559683,3063127548054328500,parhan07,Prhn,valid
733479236,2064707537341026260,Ceking0x,A,valid
6592997364,6769874151722781395,Cuan1235678,namskei,valid
7053169868,8690040359803171907,Squire00,Squire,valid
6151332736,-8949581435935390220,tradlie,ojankurangtidur,valid
6778616466,4562407388320235742,rafeedoteth,xtian,valid
6055821594,310605408238225797,Pyigyiqt,Pyi,valid
7146815051,5258670242718960588,Rohman1sm,Rohman1sm,valid
5967911352,-4141913364703726930,td_at,V.,valid
1451037782,-8866193427025616235,Aj_callss,AJe,valid
7243435694,3350672829272854610,just4g,Amoy,valid
5778811666,-7051809683071304409,okeeajah,OKEEAJAH,valid
544374467,-4063183458639784995,HOAIRAI,Thầy Đớ Dam Dang 🌚🥸,valid
6293081052,-1317909817330647495,Nickvujc,"nickvujc (Ø,G)",valid
1105909351,5972395892817437497,Amuriskra,AMUR | ISKRA,valid
5819338246,2600869282157161004,rategood,Hash,valid
1113845963,-1054902401253266785,kwoneunbye,kwon eunbi yey,valid
395174622,-231036887104986557,bennyekap,Benny,valid
5318703094,4482507309809573869,cumjamal,nur,valid
1757714470,7030268741617760584,ewib99,asterai.xyz | MyGate Network,valid
6907360369,-5152952007095858659,ArdiXDzt,Ardii,valid
7400499898,-1664778899002860311,midassiva,🐍,valid
6560956932,-5552212219961761502,frizy27,frizyy | 🐝,valid
7671146768,-3308051583887533717,archeri0n,Archerion,valid
6911641831,6985044762891060624,zelott,Ado Z,valid
7153557245,541561997781325220,eyrenx,Eyren,valid
1920970286,-3622108437977426889,kruegerrh,Krueger,valid
1789583116,5672560136114642729,RedAnomaly,Joker,valid
7301201905,-3254273679096374633,e3yiii,SIGMA,valid
6398932879,-8258013919565769599,Nisa0x,Nisa0x 🐾,valid
951323255,147584558524483206,end_imDimyati,Edm,valid
1198161221,-161930897069266531,xzshift,MpknSS aku anak baik,valid
7081600026,9023233886298242422,deathmesoul,none,valid
7229877683,1371852934194576988,jayandharuu,Ryuu21,valid
893269757,-1129628562494699813,bangkit,Bangkit,valid
7215128712,-4752765357969228444,richel212,eth,valid
1766552149,5875197696584201306,ntrcd00,SamPo-NTRCD,valid
917711867,-3018570961640434063,muzakybafadhal,muzakybfdh,valid
6836588824,8781785623043931034,feintsam,Feint,valid
1941196163,-4587290971259160859,paiko_006,Paiko,valid
6110517980,-7766536456782929914,Dk_7077,Log,valid
2015390186,-8953413375417512920,MAHEZ02,"ZULMI02 MyGate Network,,nexyai.io",valid
6611190953,-1042242678629086485,sriwashif27,0xshf | Cryptokom 🇯🇵,valid
6139845592,1835339769277196566,won_exp,Won,valid
6051704334,-7498806799181540787,miftaikyy,Miftaikyy | VPS SELLER,valid
5005392671,-7530930325613815001,sojoey,Sojoey,valid
5458443341,-7037023151694888349,kiens666,Byanz_ | Drops💧,valid
7178390798,-32667688368140672,VROGrz,Belum,valid
1117937950,-4372596417974456481,sighardnes,Nes CATTOS,valid
1962985104,-334733232842814225,fujitorarekt,"Fujitora|xyz Ø,G",valid
1705115911,3141589662813772493,poporopop25,Crypto Jerusalem | Kaisar | 🌱SEED | Drops💧MyGate Network,valid
6409700050,6784174280724680752,Horatio2c,Horatio,valid
7589952140,-4725179411474825413,vee705,"Genovese || (Ø,G)",valid
446296894,-1069661857495851456,Aenteixst,Antedi Haikal,valid
7015148067,3052226727684345111,serentyee,Sirentye0x,valid
170788026,2240139413856480776,jin_woo24,🐾 LebahGanteng.KW1 🦴 🐶,valid
7014197797,-6609633725230322983,Fadlisystem32,Fadlisystem32,valid
7575658448,-1422648456523029660,hyugasatori,hyuga,valid
5050671142,6688703363370689039,sarkajifals99,Sarkaji,valid
1472092101,7929812484555310672,kenkaneki009,"yamauchi (Ø,G)",valid
7114132995,1159053916258462154,Nluek,markiceb,valid
7865976375,1606546896384537504,nabapu133,nabapu13,valid
6189923644,-4976144532472743996,agisalio,TungTung,valid
594261208,5450839205616150835,deadmouse_vhs,gr8day,valid
5975741171,6237005670723803244,mr0xpunk,mr0xpunk'new,valid
1859878727,1892647802911120512,flexonyou,Zdrdrz,valid
2073467249,3380950927077773859,nocturnpro,Nocturnな,valid
7394135244,-3162224644556216654,Ulyaniul,Ulyani,valid
5498532868,7395268503386363536,seongj1n,Seong,valid
7916101508,6863277061487479474,Xgewe,Taufiq,valid
7659217761,-3398211032342970237,oncom75,"oncom hideng 🛒💠 | Drops💧(Ø,G)🦉Tearline",valid
5317202709,756325159308170316,killerbe_wax,Orang susah 'NodeGo.Ai',valid
1146093495,8768841134846245657,lordnoblesse23,Akainu,valid
1758693060,5425275320936148925,Lohhkokkiy,bocil,valid
534089460,6452902486525673156,musaffafajar,Musaffa,valid
1471395688,-3313003845239988548,Cathaleya46,Cathaleya#SellerTele/Twiter/github,valid
5447989488,9092376245669357214,rahi1111111,raHI,valid
5821030081,-8713160614798879377,yourfavkein,"Ge (Ø,G)",valid
5055600013,6170990481409802669,bonet29,Marga Hitam,valid
1646508424,-3241731931314711295,Egan13,Egi,valid
7370932640,-8523680504209677968,manngggee,M E D U S A,valid
8056170753,7790069691148310620,neni1499,Idoo,valid
378906681,8803284585383052621,ekawijanarka84,Eka,valid
7080986774,4617840220806068283,Masbowohere,Mas Bowo,valid
6728449846,3748520601667941410,Hammham_2,Hamham🚀,valid
1183444070,-1096164089949899793,fe_0272,Nganu,valid
2065925999,1879391958112266505,bond787890_HIVERA,myGate Network ၊||၊ DeSpeed ၊||၊ nexyai.io,valid
916927568,7332737019518420941,Rdde1437,Reo 🆙 UXUY Σ SPELL NodeGo.Ai | Drops💧,valid
6487780639,6211675833388734788,OldCheetaah,OldCheetah,valid
5511306944,3557775024595743779,Usernameinisudahtakgunakan,Ternak,valid
7520845531,-2184212629265370237,basfar14,Basfar,valid
761193307,-4598142117885243081,Achmdg,RR,valid
1398682696,-8925273383834134556,riadirahmat,Rahmat Riadi Drops💧 🆙 UXUY Pawtato asterai.xyz,valid
5152786240,-1689857997471185139,duduuuung,dudung NodeGo.Ai,valid
6720606294,-5079095306622189898,cellowdump,zero,valid
1967072931,-2632584336714233695,Zahafa99,Si paling,valid
5184300722,-6142212047253810311,pythid,Fau7ann.,valid
7081242947,-5734596313116310318,oxcryptodz,0xCryptodz,valid
1032760511,784727210906657476,legiadiya,Careh,valid
5920860086,-6146480055601186009,cdce_btc,Cdce 🇵🇱,valid
583050836,-7079183124361198763,harryrdn,Harryyyy,valid
1870840583,-1529605052987215634,kevvin_anggara,"kevin anggara | Drops💧 Σ (Ø,G) NodeGo.Ai nexyai.io",valid
5501020080,-6384792454198499586,zeyyyyyyjk,Zey,valid
809017331,7365829250608915743,phoenix_og,Phoenix,valid
6159734975,3046347428890693443,sindratense,Sindratense,valid
1395904681,-8843320950523416336,goo_las,Goklas,valid
468714928,7469832095263876998,otsutsuki7,Drx,valid
6365499427,-3993026659190558015,mrjj012,Mr jjr | nexyai.io,valid
816237201,-3247834680338222893,rianres,Ridho Meshchain.Ai,valid
1080434227,-4801279271658395279,meimeizk,Manaz,valid
7688347663,-6212999682390982910,iamcurryy,Curry | SELLER CRYPTO | FAUCET,valid
6384385087,-481283809919924610,nawyahtar04,Nawyahtar04,valid
6188674375,-2579878459221705890,axljay28,TotheMoon 💦💤🖤 🦴 🌱SEED 🐾🆙 UXUY,valid
6432757926,-7476026455590832449,aerliur7,AER,valid
7003146354,2170080445454535399,s4dmumu,Sad,valid
1506105942,6161346757501682714,Ruitanaka,Rui,valid
5636774884,-4000908610841913475,deanurazizah101,Dea Nurazizah | HCA,valid
678474885,3474951197975043018,opikbtk,pik,valid
6975128467,-8421951201758754375,tomnuongcay,Tôm Nướng Cay,valid
942021440,5478018159046877132,deasw1,Desa | 🌱SEED,valid
1106627137,1927326162020717091,Naxdumay,Kang Lose,valid
5063191112,-8885854454251176080,DonDoji,Don Doji,valid
5119003079,7244628839773500953,ElsPan,frostTone,valid
6723410554,718885633601433286,Lupassh,Lupa mulu,valid
7053622700,4924820144473831608,zeaaagg,zea,valid
1087324628,258433748865357854,Myfallen,Envils,valid
5120987633,6498128032843785170,kberisan,Apalah arti dari sebuah nama | HCA ▪️🐦 SUI 🐾,valid
7136872190,-487342283136189326,byyllcrypt,Bill,valid
6892832330,-349432231820180137,heroafro,0xpayon,valid
1940229885,-6171595836350590784,Gall92,GalL_92,valid
5030184527,798198320859268382,grandtaruma,Bitly | Arzitech,valid
1956924429,-3211944861837337535,Dkw0n,Do kwon,valid
1197615354,7550131495588701359,saptoji,Sapto | HCA,valid
7163961662,2357138044359245650,mremocoin,Mremo 🍅▪️🐾🥠🌱SEED MyGate Network,valid
5171404191,-4263752239436031716,calorine23,Calorine,valid
1278863528,2148400089125645319,kode41316,Muhammad,valid
5378095868,-1034116728275169408,Alviyah_Ardyansah,-byData | 0xAlviyah #NeoHash 💊 🐾▪️🌱SEED,valid
6900718280,-4168006288740307942,Sansjq,Bukan orang indonesia🇲🇾,valid
7289655456,5764644375121051559,garuhwes,Genn,valid
490562641,-1825651357709965721,Beddu124,Amporo,valid
1681737450,7301189488857470631,feryanzama,feryanzama,valid
